id,hhb,hbo2,ca,na
10052,11.053253,4.3179207,8.9874115,2.905589
10053,6.082764,3.9287753,10.027735,3.2476032
10054,6.952381,4.2821794,8.819419,2.4785817
10055,7.4564104,3.362053,9.159535,4.532846
10056,10.897405,4.9583654,10.553445,3.7916489
10057,9.413201,4.08022,8.590618,2.8393502
10058,10.415354,4.145134,10.894093,3.048223
10059,8.206422,4.0758033,7.127467,4.5067396
10060,12.082928,3.5477834,7.7121553,2.7608495
10061,6.994443,4.5848074,7.640625,1.586826
10062,6.7680826,3.0228062,8.693649,4.2773666
10063,13.087606,4.715047,9.643015,3.9316063
10064,8.5605545,3.6514664,8.259913,3.4203663
10065,8.855452,3.9253764,9.301244,2.608444
10066,8.690982,3.9122784,10.232052,3.7091432
10067,6.6907988,3.8716748,6.839737,3.0605905
10068,9.727801,3.9125488,9.600232,3.6607068
10069,10.922308,4.488097,11.300799,2.860046
10070,7.031335,4.1732864,8.71831,2.82081
10071,-0.37367803,3.1635566,9.488268,3.3457646
10072,8.600648,4.1939754,12.156899,3.4184487
10073,8.474424,3.8597324,9.217238,2.6976895
10074,6.432627,3.4205031,8.533734,4.1045012
10075,7.5915995,4.2436323,10.662044,2.0393894
10076,8.195845,3.782735,11.681706,2.3012898
10077,7.859792,4.110973,9.432814,2.452195
10078,10.624193,4.171598,8.779699,3.4009635
10079,7.540225,3.9936016,10.151447,2.341095
10080,7.3419886,3.7870102,8.918307,3.1330318
10081,8.271508,3.9391837,7.862775,2.4387927
10082,12.561731,4.5546393,10.346605,2.814474
10083,6.759781,3.6294372,10.480497,1.4610591
10084,6.407191,3.5755782,6.479806,4.1570635
10085,10.500125,4.2707872,5.649327,4.6476827
10086,9.465317,4.4446807,7.139045,3.4793174
10087,10.788211,4.2495723,9.213224,3.5431335
10088,6.4700317,3.4540792,7.9951706,3.4163964
10089,9.362422,4.5407095,6.8205414,2.0701997
10090,7.9314866,3.7892826,8.630888,3.1439357
10091,2.6096683,3.8694458,8.770647,1.274659
10092,3.391276,3.7726147,10.217915,0.33233014
10093,4.4455104,3.8481758,8.218529,0.71623707
10094,7.895897,3.243402,6.9730315,1.4178503
10095,4.6136236,3.2854698,7.0464654,1.6744468
10096,0.82516587,3.8986602,10.370386,1.6498486
10097,6.782027,4.421949,8.981542,3.6517105
10098,11.074169,4.484461,10.218843,2.9637766
10099,8.546988,4.129084,9.585672,2.739128
10100,7.1798935,4.0002093,7.9596925,2.3297658
10101,5.4648676,4.116528,9.5221815,2.2910092
10102,2.3959496,3.0705228,7.8475275,2.056195
10103,7.0141535,4.208552,9.879165,2.4516683
10104,3.8378608,3.6618946,8.969816,-0.27683058
10105,10.744174,3.924537,6.108672,2.820084
10106,9.827021,3.9587417,12.182596,4.503939
10107,8.427945,3.6566944,9.10203,1.8314358
10108,7.410456,4.3366904,7.181138,2.0507846
10109,9.581461,4.001623,10.263133,3.1578505
10110,9.570655,3.980986,10.93904,1.357979
10111,9.808119,4.8447995,9.674997,3.2847004
10112,8.302301,5.325768,9.308745,3.2298732
10113,11.07814,4.4166555,10.298991,2.635456
10114,6.515541,3.8578503,7.4585905,2.6217234
10115,6.8158846,3.0761347,7.6536837,3.4445388
10116,8.9165325,3.9712937,6.9855905,2.6552844
10117,7.5512123,3.7641647,8.504046,2.7642474
10118,8.7484255,3.9208703,6.9714227,2.9823925
10119,9.214108,4.543356,9.049164,3.931638
10120,5.925109,4.188173,9.891532,3.7667103
10121,7.8851633,3.2047868,9.73851,4.5475283
10122,7.47023,4.3405046,10.945152,3.3323884
10123,3.144563,3.6133735,8.9166765,1.6681712
10124,6.6191535,3.825058,9.46257,3.3240986
10125,4.325373,4.0437293,8.005097,4.7844596
10126,5.0101175,3.8074775,5.8749003,2.6373777
10127,4.7267756,3.4457626,9.790919,3.9500976
10128,8.575996,4.4073753,10.408308,3.401945
10129,8.932014,4.2105,9.864079,3.2597625
10130,6.793204,3.6002007,8.02344,2.9556556
10131,7.0980005,4.4954767,11.726973,1.7881542
10132,8.04933,3.885114,8.561689,2.244637
10133,10.396353,4.522077,7.9673777,3.5265472
10134,8.851428,3.582376,7.2831025,3.2854767
10135,7.283306,3.8333454,7.06899,3.564315
10136,11.5224,4.7211733,10.690796,2.8554206
10137,7.061975,4.345033,8.410391,0.9736241
10138,6.9437523,3.6736622,8.263984,2.6593807
10139,9.036321,4.456825,9.284446,1.4071066
10140,6.23984,3.5767694,7.860859,2.4062145
10141,4.1729326,3.4173102,5.726025,1.834481
10142,6.914546,3.2548447,6.678075,2.8601224
10143,4.2054687,4.001369,10.509834,2.2941728
10144,6.8955507,4.065118,9.7637825,2.7682323
10145,9.083047,3.824782,9.544088,3.5291302
10146,7.9690514,4.107969,8.380095,3.0138924
10147,8.226973,2.8523927,6.8005424,2.762781
10148,7.077722,3.8036804,7.142312,3.9439003
10149,10.242568,2.9374895,8.051319,3.3376274
10150,7.5645056,3.9409943,8.309138,2.813445
10151,6.3709745,3.651411,10.161085,2.8848233
10152,6.824237,4.099401,8.091623,2.334027
10153,9.555084,4.1766715,10.029908,2.9928443
10154,10.660927,3.8737366,8.030815,3.2784085
10155,3.564762,4.194785,8.40253,3.1014106
10156,8.702164,4.881095,10.606807,2.4209182
10157,5.9104786,3.3199992,8.787138,2.6811676
10158,7.059939,3.890657,8.774786,4.001976
10159,12.215189,4.4734087,10.9122925,1.9206123
10160,5.6975346,3.4963574,8.439643,3.4330928
10161,5.1650643,3.2792897,6.8507676,3.3812866
10162,11.028521,4.6364303,8.90019,2.8927474
10163,8.252484,4.1458306,8.042343,4.092885
10164,7.9104805,4.4775515,9.438387,3.718103
10165,6.027087,3.5253594,10.097734,4.330459
10166,7.5898848,3.9864852,8.519714,2.851691
10167,8.615271,4.646556,10.15171,3.3957298
10168,9.689293,4.714793,8.21786,1.9386635
10169,8.1608925,3.9726043,8.473453,2.697658
10170,6.3823967,3.9058483,9.923475,2.8848855
10171,8.504086,4.0696235,9.976953,3.3742764
10172,7.229562,4.0013914,9.151552,2.760381
10173,4.8836803,3.4398384,8.876981,1.9290974
10174,9.314686,4.558306,8.828251,3.3120067
10175,3.7949321,4.5299788,9.54791,2.219516
10176,5.697686,4.184497,8.617525,2.6414554
10177,6.963379,4.236433,7.972754,2.940916
10178,10.319902,4.1616087,10.154047,3.7944367
10179,7.618113,3.210781,8.143826,3.682399
10180,3.7823105,3.9436944,9.56028,3.289175
10181,3.5748234,3.9415345,11.952066,3.1948261
10182,6.004554,3.5637345,9.850137,2.9602327
10183,6.4070253,3.9252403,7.1588907,3.645125
10184,11.547041,4.482692,9.954464,3.194118
10185,7.1826196,4.0590067,9.084404,3.171493
10186,7.9509034,4.6810493,8.41138,3.156443
10187,7.495401,4.420462,9.410316,4.1463995
10188,7.8150406,3.5759132,6.289956,2.0585186
10189,8.172137,3.2151444,8.7741,3.2789943
10190,11.088225,4.630385,9.568742,3.2218773
10191,8.992202,4.1497946,9.931567,3.9037292
10192,6.513758,3.9530797,8.814284,1.9977834
10193,14.653467,4.0714874,9.288594,4.2410784
10194,7.7000113,3.266583,5.2480736,2.513632
10195,8.356993,4.0942216,8.89442,2.4141488
10196,9.345388,3.7348511,9.165909,2.0398822
10197,11.521933,4.123216,9.894452,3.3618748
10198,3.2574773,3.359675,9.941375,1.916593
10199,6.717443,4.290799,8.04374,2.5706122
10200,4.834174,3.2404225,9.114639,2.7188976
10201,7.5373206,3.3668182,8.3301525,2.9903822
10202,7.6575747,4.8355665,11.038891,2.3677967
10203,7.8910737,3.9488006,8.605415,2.8255887
10204,11.37218,4.1808004,10.633841,3.87822
10205,9.789114,3.6399555,13.32049,2.7711914
10206,7.184613,3.434814,7.376497,2.34663
10207,9.763787,4.4499245,7.250201,1.5081826
10208,5.722434,3.9290085,9.56643,3.5307457
10209,12.942708,4.1475477,9.95818,2.934361
10210,6.6415267,3.8853688,8.639452,3.1263666
10211,6.536105,4.425077,11.061788,3.3544993
10212,7.4766493,3.8332305,8.237812,2.9348931
10213,10.720173,4.278078,9.265581,3.1049974
10214,8.3136215,3.6781936,9.139232,3.4675298
10215,5.7229033,3.0563314,9.701146,3.2780914
10216,7.999095,4.0243225,8.772783,2.0729423
10217,6.9309664,3.6912751,7.395443,2.2899745
10218,7.8392477,4.047179,8.97435,4.6226444
10219,9.840238,3.6809127,6.39425,4.2104297
10220,12.00987,4.7894464,9.007055,3.0708995
10221,9.240149,3.9481575,9.75414,3.560912
10222,12.793803,4.065705,9.09212,3.1578496
10223,10.854895,4.212374,10.830798,3.8946388
10224,9.654248,4.237535,8.154148,2.9630294
10225,6.691448,3.983153,5.7183676,2.981011
10226,9.709322,4.24263,11.091212,3.082914
10227,8.321608,3.913295,8.55879,3.6075954
10228,3.889157,4.3206997,8.270064,3.6022537
10229,5.128337,3.285263,6.9387283,2.7140443
10230,9.423197,3.8032348,8.473116,1.7991753
10231,11.489739,4.5935006,7.9459085,2.9648337
10232,8.743903,4.0927787,9.328335,1.8662894
10233,8.678722,4.322873,10.3943405,2.4908848
10234,7.181157,4.160413,9.17741,2.7925606
10235,7.9301505,4.0619497,8.872681,2.7018216
10236,7.646409,4.846441,10.144899,2.9714193
10237,2.5158782,3.8034158,9.638409,2.9111974
10238,10.950241,3.9583344,9.376242,3.5293891
10239,12.356438,4.930176,9.810396,3.2447586
10240,6.808248,3.9092393,9.443579,3.252531
10241,8.937093,4.213564,7.688249,3.3079052
10242,6.4208946,4.235124,9.351131,1.2823817
10243,11.039199,4.209628,8.55248,3.018969
10244,11.9992285,4.1842756,8.776392,2.225197
10245,9.625479,2.9993804,8.278384,1.9926198
10246,8.674474,3.916306,10.871553,3.8342729
10247,10.865069,4.880093,10.18619,3.8993053
10248,10.8585,3.8253455,8.405939,3.1948516
10249,2.825053,3.880315,8.318055,2.3126607
10250,5.31803,3.4335294,8.047085,3.0571103
10251,9.713996,4.455624,10.080203,3.3469634
10252,8.814311,4.321269,6.610396,3.5543733
10253,4.2037635,3.853799,6.544445,3.834624
10254,6.8853087,3.9201653,10.072533,2.1703622
10255,7.1711235,4.1202574,8.491975,1.9965417
10256,5.993306,3.7486203,7.3292527,3.734832
10257,10.1369095,4.8603196,9.444785,3.62824
10258,8.528827,4.369537,9.88695,4.690234
10259,9.424368,3.9124627,9.621225,4.3608365
10260,5.6580133,3.837996,8.711101,3.0019615
10261,9.545806,4.250097,10.31856,2.1519537
10262,9.353407,4.0299835,5.05282,2.4979436
10263,9.780688,3.7968926,7.62848,2.8956451
10264,13.144644,4.3793116,11.985138,2.815222
10265,9.062218,4.6309333,9.043909,3.472744
10266,8.981124,3.8873277,10.602335,2.9033017
10267,8.278069,3.1270432,7.6005697,5.093554
10268,8.251432,4.0386834,9.583891,5.143672
10269,7.293299,4.105747,8.730131,2.7302809
10270,5.187987,3.6972287,9.629428,3.6850445
10271,5.481787,4.1723814,7.4157805,1.9388821
10272,9.396111,3.7007108,7.1144967,3.7215676
10273,4.594268,4.0551977,6.7802353,2.325844
10274,6.9856353,3.6802573,7.886817,3.3995006
10275,7.852609,3.6782184,9.138227,2.8139648
10276,5.332241,3.6446812,8.125586,1.9040753
10277,9.498209,3.722854,8.599405,3.156427
10278,6.01824,4.1573167,9.287603,4.159068
10279,5.877377,4.0543084,10.149874,3.7670522
10280,4.1364174,3.6420503,9.714418,3.2620118
10281,7.4830413,3.7834706,6.234651,4.4025526
10282,10.648981,4.65383,10.170339,3.2260957
10283,4.8218184,3.6136212,9.75533,1.6690447
10284,8.562707,3.010693,9.574121,2.3801155
10285,8.115475,3.621531,7.1381836,2.940942
10286,6.522704,3.6815693,7.80168,3.5753796
10287,8.97373,4.0786734,8.333382,3.0791373
10288,7.7454834,3.8846428,8.069075,3.694182
10289,10.4798765,4.447468,9.218359,2.6100807
10290,10.727356,4.32367,9.778067,3.3715768
10291,6.589911,3.048471,9.540651,2.5422354
10292,5.889622,3.29594,5.1740394,2.8297834
10293,5.1567183,3.6532733,9.551513,4.1579714
10294,8.20516,4.437448,7.36831,2.218528
10295,9.441574,4.753391,10.550346,3.5013359
10296,7.1867523,3.3056335,11.149417,4.790465
10297,8.938808,4.0174947,9.163285,3.5967426
10298,8.581375,3.8814552,7.030974,3.4768543
10299,8.998489,4.135558,9.29761,3.533432
10300,3.3291993,3.7712321,8.51806,2.9899964
10301,10.791234,5.0978475,9.580004,3.7596443
10302,8.186399,4.0140185,8.504202,3.1980705
10303,6.8303657,3.938069,8.226109,3.1458383
10304,6.9331627,3.8797638,10.611227,2.8251786
10305,6.1318994,3.6767113,6.0450926,2.8684669
10306,6.771479,3.913227,6.8191223,2.9859943
10307,7.181263,3.457667,7.7283525,2.6545048
10308,7.592004,4.452919,11.410435,4.0852942
10309,7.7425895,3.7218704,9.53566,2.7278275
10310,6.2079606,3.3166854,7.7030616,2.23951
10311,7.70561,4.271199,9.191435,2.581822
10312,5.3791265,3.8987136,8.30174,3.9300857
10313,9.076983,4.4858356,12.405522,0.72724956
10314,7.081745,4.382706,7.4427934,3.7481544
10315,8.050507,4.232905,7.772123,4.3053637
10316,9.667524,4.5833044,9.604084,4.0050025
10317,4.654547,4.168545,9.52463,1.3714663
10318,7.751793,4.4803357,11.129109,3.4196694
10319,10.36761,4.782121,9.0254545,2.4438245
10320,8.300335,3.84106,9.437544,1.7802359
10321,9.652033,4.4693575,9.824335,2.1903548
10322,7.0350304,4.146432,7.914885,2.964721
10323,10.414311,3.2015061,9.32314,3.1392066
10324,7.9649,4.005912,10.435986,4.2344704
10325,13.337576,4.2308245,9.226082,2.737039
10326,9.699536,4.235323,10.577333,2.8028483
10327,5.562692,4.1473513,8.542896,3.6283593
10328,5.0718565,4.3852453,8.848543,3.4078705
10329,6.3104124,4.18778,8.961914,3.9808648
10330,5.2188478,3.9159489,8.495083,2.9293828
10331,6.6615906,3.3475413,8.694912,2.5875287
10332,10.228318,3.583355,8.212093,3.698913
10333,7.1846213,4.1972356,9.367707,4.1389036
10334,6.049957,3.666391,8.715991,3.9811592
10335,4.454708,3.2496517,8.174881,1.6556637
10336,8.121878,4.1588926,7.6695433,1.3468882
10337,7.797689,4.723344,8.4279175,2.7589839
10338,11.678167,3.7356834,8.169294,3.6995609
10339,8.851225,3.3926613,6.918812,4.095861
10340,11.915847,4.498011,9.937397,4.2495017
10341,8.948402,4.5517645,9.386835,2.5583093
10342,12.891782,4.388711,10.750965,1.6388948
10343,7.976224,3.8885617,9.862486,3.9288583
10344,5.5970154,3.83372,6.6446676,2.7316148
10345,4.2304525,4.1412916,8.129228,0.8679346
10346,9.604952,4.266922,11.387641,3.003305
10347,6.9214525,4.158166,9.3152485,3.6178098
10348,8.397014,4.932888,10.848686,2.029113
10349,6.4153976,3.3607376,7.584836,1.3722653
10350,8.658074,2.7620955,5.5903387,4.257206
10351,10.870682,4.435356,7.7907286,3.076462
10352,8.907681,4.519601,8.968236,3.6833148
10353,7.6297927,3.971532,8.551179,2.691798
10354,10.197462,4.164897,7.498248,4.2830114
10355,9.574176,4.1743155,7.541415,4.126532
10356,10.659461,3.7541175,7.5882797,2.7507083
10357,9.773297,4.2153893,9.86071,2.4852116
10358,10.400323,4.1261377,8.088699,3.3744946
10359,5.1819425,3.8776479,9.619223,2.179465
10360,7.977019,3.828371,9.926493,5.0450163
10361,8.629491,3.9130554,10.09301,3.5993466
10362,6.307457,3.423748,8.37088,2.8714797
10363,8.600324,4.539521,8.749723,3.0432982
10364,9.413565,4.7122254,10.555251,3.2750442
10365,6.1282454,4.1629086,10.554835,3.7020688
10366,6.5355883,3.457589,10.068804,3.0109928
10367,11.851614,4.3108997,10.597237,4.368219
10368,7.4659715,4.20429,9.95404,3.551886
10369,7.6600595,4.384433,7.4252243,2.2628388
10370,11.178659,3.864212,7.5812426,3.3090756
10371,1.5886462,2.902678,5.2301297,0.70574534
10372,8.641151,4.5109267,8.01077,3.340496
10373,6.0548434,3.3207047,8.920588,3.806006
10374,9.087854,4.426983,8.252679,2.1116366
10375,3.6249576,3.5105824,8.642995,2.8172462
10376,10.24696,4.0574656,10.933298,2.5306842
10377,7.4210844,4.1645308,8.500238,2.1412213
10378,4.249493,2.6450086,8.535102,4.117285
10379,6.835331,4.396026,7.5057383,3.296575
10380,7.6182814,4.142606,11.456824,3.465096
10381,9.063532,3.793087,10.614489,3.1767116
10382,6.662369,4.1320868,10.161311,2.1967208
10383,4.9736795,3.7658036,7.7198267,1.9651543
10384,8.636139,3.5802376,8.196335,2.5147212
10385,5.556289,3.6357102,11.260983,3.6724625
10386,10.697551,4.5267057,10.050791,2.974875
10387,8.128889,4.257137,9.092972,3.9094234
10388,8.356966,4.7116723,10.139818,3.6568642
10389,5.9953833,4.2555676,11.842562,1.9479576
10390,10.674338,4.8631043,9.967886,2.334565
10391,9.853956,4.1090727,8.340002,2.1958709
10392,7.9178724,4.5374274,10.638437,2.6649477
10393,5.3712544,3.9986,7.0791183,3.8576012
10394,4.163465,3.7119803,5.3578753,1.3054056
10395,6.539406,3.5781834,9.166103,3.1762645
10396,9.9437275,4.4601483,9.0611,3.673926
10397,6.899623,4.355346,9.2694235,2.1658807
10398,2.2254505,3.766748,10.146135,3.1258368
10399,11.169111,4.027327,7.8128843,3.561416
10400,7.1258354,3.5059514,8.285861,2.2149117
10401,7.531663,4.4251757,10.049756,2.7237303
10402,7.214071,4.145668,9.390493,2.3065922
10403,9.625875,4.401317,10.755893,3.4601254
10404,10.836705,3.7938275,10.669319,3.1622946
10405,4.168641,3.091325,11.435332,2.5453029
10406,8.808378,4.023984,8.68751,1.6716938
10407,9.279097,4.1466346,9.1913595,2.8164973
10408,9.83513,4.6221623,10.17518,3.861332
10409,7.0235963,3.7259731,8.713434,2.4494083
10410,9.046152,4.7265534,9.080839,2.6321528
10411,3.0132504,3.885025,8.4949665,3.088087
10412,3.793005,3.2665792,7.373389,5.0602674
10413,6.8071756,3.8094153,8.12551,3.820594
10414,6.335925,3.7731502,7.630521,3.8966591
10415,9.598932,4.0497184,9.519331,3.3765388
10416,7.571115,4.2223043,8.714267,3.321766
10417,7.0999765,4.479431,10.173988,3.4151287
10418,6.327222,3.8050525,10.104911,2.6981237
10419,7.0911818,4.588379,9.210445,3.4919581
10420,10.861015,3.856094,9.885664,3.6119418
10421,9.049291,4.220502,9.751383,3.9885888
10422,8.486851,3.8824363,7.832689,1.7529808
10423,9.100889,4.4840064,9.102363,3.0366337
10424,9.42993,4.1477747,7.360161,3.4039261
10425,8.300753,3.4191349,7.86565,2.143845
10426,11.2847395,4.561226,9.8955555,4.0428953
10427,5.060746,3.9746273,8.589094,2.9527087
10428,9.55588,3.7826107,11.643393,3.4817486
10429,6.40775,3.9505699,7.946772,3.418335
10430,7.7973876,3.3546326,6.9232054,3.347527
10431,8.107028,4.1627645,8.357864,2.9252048
10432,8.306246,4.4324346,9.672289,2.4450333
10433,10.365525,4.259059,10.297026,3.0811508
10434,11.009842,5.092912,9.923437,2.912279
10435,10.184671,4.557952,10.678762,3.3872242
10436,6.3452787,3.831567,9.169504,3.2369053
10437,8.27054,4.5084825,8.987708,3.985931
10438,8.599226,4.3671827,10.464314,2.9031827
10439,6.8630385,3.6156387,7.9093957,3.3701127
10440,8.735825,3.7286885,8.20242,4.318605
10441,8.51899,3.821951,7.3800607,2.5093238
10442,11.51091,3.7460232,9.239534,2.7686985
10443,5.7050085,4.160455,10.473012,3.9058557
10444,11.963028,4.916234,9.628657,3.2423763
10445,11.606534,4.588365,8.740802,1.4709026
10446,9.298147,4.498344,9.591886,2.6541367
10447,5.346232,3.4368541,8.223627,2.733107
10448,3.7327328,4.3824906,9.61421,2.6448712
10449,7.051482,4.287378,10.8743,3.4361813
10450,6.639061,3.0798857,8.938263,2.401113
10451,8.878718,4.890853,9.476492,3.01402
10452,12.608784,4.114859,10.739525,2.8947861
10453,8.024668,4.1231155,8.692306,2.2705946
10454,12.835388,3.5185483,10.482893,4.536935
10455,7.881667,3.8577125,10.150154,2.732531
10456,6.4426575,4.1140428,7.422086,4.014772
10457,8.238867,3.7570071,9.641146,3.3209527
10458,11.127348,4.008386,10.234749,4.886685
10459,8.574978,3.885692,9.349057,1.7772923
10460,7.189069,3.769841,9.218795,1.919656
10461,6.7415724,4.239073,8.009794,2.829392
10462,3.1919706,3.4949336,7.3011065,1.6803257
10463,5.0761046,3.7357743,8.521386,1.7012717
10464,11.233665,4.250678,10.387892,2.488398
10465,7.2970915,3.7844818,9.423105,3.1096566
10466,9.324966,3.8705177,7.9298654,2.9216483
10467,9.561819,4.2821236,11.613397,2.5342987
10468,3.9946125,3.1772528,7.879238,2.021726
10469,6.534606,3.8517547,10.615853,3.1727386
10470,9.363123,4.3697557,9.258614,3.0899453
10471,6.997444,3.9093795,6.608565,2.4615724
10472,10.246069,3.8119798,9.866001,3.8912873
10473,3.4196568,3.0895088,8.45059,3.303772
10474,11.029976,4.164156,7.75449,3.4686363
10475,6.600152,4.218833,10.239336,2.8424895
10476,8.455895,3.9168763,9.252249,3.1651635
10477,9.185503,3.8164697,10.671102,3.5070546
10478,4.1951413,4.07195,6.4028063,2.9941654
10479,5.056773,3.8615234,10.803263,1.8436651
10480,10.771552,4.103836,11.779765,3.3816063
10481,7.9956093,3.7888782,8.540503,3.8090663
10482,9.808858,4.343325,9.764242,3.718244
10483,9.960324,4.469166,8.653048,3.9231648
10484,6.081699,4.4772425,9.671784,2.122898
10485,6.1230974,3.6964164,8.638141,2.415873
10486,10.116541,4.456272,6.886883,3.2787738
10487,12.184996,4.44178,10.512342,2.905335
10488,9.867823,4.5867023,11.071478,3.3013961
10489,9.057112,4.1732626,9.0336,4.487134
10490,6.612494,4.1569276,8.99584,2.4716609
10491,8.166057,4.1621003,9.432592,1.9033293
10492,8.988815,3.9745102,8.351599,1.7398001
10493,5.5566254,3.6096368,10.995283,3.432138
10494,6.439856,3.697541,6.8111753,2.1126313
10495,6.2135787,3.7159894,8.896863,3.4136233
10496,7.731782,3.9925182,8.317178,4.584575
10497,6.3223786,3.3193264,6.778226,3.7639232
10498,9.247323,4.1625953,8.60078,1.3154956
10499,9.355537,3.5450592,8.468674,4.680288
10500,11.167397,3.6243522,8.769457,2.6751962
10501,3.957299,3.7718148,8.638271,3.3093705
10502,4.7998333,3.6938107,8.370397,3.1017952
10503,8.758154,4.0462294,7.3620095,2.059989
10504,8.399026,4.0659904,6.4668684,2.1021116
10505,4.3502245,3.915465,4.3188224,3.0487335
10506,7.0974092,3.5487595,6.7760673,2.6649024
10507,8.891588,5.0511065,11.434495,2.9456832
10508,9.185825,3.381384,8.858497,2.3993583
10509,11.391673,3.387033,9.703945,4.2472854
10510,5.1399,3.704022,8.884856,2.17976
10511,7.164157,3.8800766,7.2539854,2.6853633
10512,6.781821,3.7408874,7.0464463,2.285369
10513,9.489219,4.244803,7.4718566,4.8868623
10514,10.218134,4.047765,9.996709,2.0281987
10515,10.793266,4.7686405,10.825975,3.1508815
10516,11.566528,3.3401523,9.0123825,3.6185017
10517,6.0461855,4.033325,9.936277,2.8104694
10518,10.57145,4.3831005,10.368265,3.3218987
10519,8.842176,4.1937704,8.486523,3.8470974
10520,7.366703,4.2084746,7.173091,2.8560963
10521,4.8866267,3.5767128,10.273942,1.7911732
10522,5.6609674,4.2261095,9.893809,3.1465502
10523,11.855852,4.375974,9.428286,4.991838
10524,9.30409,3.4593766,9.451735,3.9565392
10525,4.93092,3.4124608,8.326564,3.5484543
10526,6.6014624,3.281252,10.340751,2.0168722
10527,5.4266806,4.0753636,8.036082,2.9193275
10528,9.251131,4.701403,9.24795,2.1655083
10529,9.046808,3.9944012,10.325838,1.5505726
10530,7.439668,3.815534,7.431563,2.5089452
10531,7.6715994,4.1910286,9.1925745,2.5251527
10532,9.458783,4.309304,11.432044,3.562685
10533,13.706717,5.0314074,11.14978,3.2306423
10534,7.583777,3.7899175,10.692579,3.3424754
10535,6.2161393,3.9448447,10.173426,2.5551689
10536,8.500612,3.6669517,9.402806,2.9455223
10537,9.646425,3.6929367,7.5212183,2.332274
10538,4.5062814,4.3091536,9.739792,1.8691704
10539,9.284462,3.363587,6.2480597,3.5192413
10540,10.444933,5.0153236,9.946981,3.1599534
10541,6.416855,4.0943966,8.790863,1.82746
10542,7.5844827,4.079406,9.863714,2.8643258
10543,10.39697,4.33875,9.589121,3.7671707
10544,7.747781,3.2946649,8.574814,4.643966
10545,12.453585,4.6692576,9.525324,3.0197635
10546,12.325981,4.85802,8.887201,2.9199817
10547,7.1865234,3.8776155,9.529325,2.0037272
10548,8.344832,3.8356094,8.062239,2.7473614
10549,10.34691,4.577186,9.828321,2.8427684
10550,6.921773,3.8433368,8.9046335,2.5504715
10551,8.426194,5.186527,11.028499,3.071703
10552,9.313718,3.9679856,8.613187,3.4092407
10553,10.729672,4.8488374,8.847314,3.3771024
10554,7.5496244,3.9019203,8.35079,2.731597
10555,9.351995,4.3176527,8.727425,2.5285766
10556,4.3958125,3.1228848,5.3064275,4.247306
10557,1.6653582,4.0698557,10.890623,2.4557147
10558,7.826152,4.052055,9.74587,2.9122567
10559,8.838553,4.0368204,6.854927,2.490509
10560,9.484925,4.7682652,11.137004,3.4405766
10561,9.272247,4.4011116,7.45382,1.8926395
