id,hhb,hbo2,ca,na
10197,10.445539,4.3291583,9.473571,3.160406
10198,7.808745,3.9274673,8.679093,2.8501105
10199,6.635719,3.8968635,9.129265,3.103787
10200,7.1096377,3.7723823,8.667884,2.8325524
10201,7.7473884,4.0417614,9.138315,3.0521798
10202,7.808355,4.067941,8.857657,3.0482316
10203,7.841543,3.8648906,9.121455,3.0082965
10204,8.244892,4.071014,9.072156,2.9432225
10205,7.950001,4.107271,8.919244,3.0683994
10206,7.6494646,3.9656491,8.79133,2.9050055
10207,7.759952,3.9115386,8.449793,2.8473597
10208,7.1862264,3.7488809,9.450561,3.5224056
10209,7.9905586,4.095379,8.931272,3.041788
10210,6.317314,3.7645612,8.797197,2.9690871
10211,7.189735,3.864944,8.827709,2.6985836
10212,7.5807443,3.9262052,8.765055,2.8286085
10213,10.349833,4.131447,8.991426,3.22865
10214,8.707026,4.1654754,8.389553,3.6015458
10215,7.844686,4.008758,9.1916,2.9134665
10216,7.7155204,3.9951391,9.435477,2.793583
10217,7.430145,3.8995624,8.650904,2.8639126
10218,7.9586997,3.9025793,9.236746,3.342955
10219,7.735972,3.8548903,8.767464,2.9985766
10220,7.9290357,4.060303,9.256341,3.0465016
10221,7.6096797,3.9546523,8.495606,2.8497658
10222,7.92947,3.871293,8.859449,2.889246
10223,10.725599,4.2021027,9.121976,2.9816442
10224,7.5872583,3.832531,8.648854,2.866374
10225,7.819954,3.8169565,9.027545,2.9146366
10226,10.9289055,4.4876356,10.562617,3.2852855
10227,7.4321637,3.9231062,8.829198,3.9688087
10228,7.6079936,4.0065036,8.953199,2.9511518
10229,7.748933,4.015837,8.781597,2.9840856
10230,7.5463824,3.9677806,9.1174345,2.8609715
10231,8.001743,3.9438233,8.824371,2.8589945
10232,7.8269954,3.885106,8.660916,2.8461552
10233,7.525325,4.097497,9.601399,3.0614219
10234,7.6319747,3.764431,8.292969,2.7238197
10235,8.238673,3.8707533,7.516461,3.5213404
10236,8.341213,4.179215,9.618593,2.8949852
10237,8.278281,3.9335175,8.736286,2.9390802
10238,7.6060395,3.847413,8.660074,2.8742566
10239,7.99686,3.944943,8.824583,2.9040504
10240,7.1881423,3.916739,8.608178,2.5466738
10241,7.554686,3.8404174,8.4832735,2.7961783
10242,6.567287,3.6123815,7.9209056,1.2997249
10243,7.5605445,3.8406878,9.101429,2.70435
10244,7.6223617,3.9959426,9.158759,2.897727
10245,7.660634,3.8412046,8.77352,2.9624877
10246,8.039863,4.0860395,9.156653,3.0655713
10247,8.505805,4.0889897,9.480462,3.0460563
10248,10.491503,4.370355,10.314965,3.2955308
10249,7.9993916,3.911829,8.919812,2.9198484
10250,7.483126,3.8785052,8.562454,2.888824
10251,7.570701,3.8105445,8.816137,2.8384614
10252,8.132604,4.0827456,9.04692,3.0138469
10253,7.9206777,3.9802818,8.916286,2.9166327
10254,7.8733544,4.043154,9.165461,3.0192695
10255,7.5786815,3.9595313,8.661623,2.8045692
10256,7.914708,3.9033027,8.817146,2.8494945
10257,8.475455,4.17655,9.114569,3.1137223
10258,7.694692,3.860137,8.627086,2.8862128
10259,8.571425,4.088699,10.004502,3.5819964
10260,7.8830366,3.853804,8.69987,2.923634
10261,8.190817,3.9651413,8.969771,2.8699913
10262,9.014179,3.8518796,6.659407,2.1516452
10263,7.157349,3.7879019,8.294273,2.7308102
10264,8.223506,4.028959,9.140832,2.8689437
10265,7.5779176,3.989318,9.076207,2.8957329
10266,7.7676964,3.856845,8.668522,2.8862286
10267,7.3560762,3.684555,7.356382,4.334261
10268,7.249035,3.9642344,8.202511,5.064719
10269,9.044529,3.846354,8.394512,3.5195274
10270,4.857084,3.9535112,8.96412,3.9985304
10271,5.8104043,3.5343862,8.472602,1.9176403
10272,7.3473144,3.7326422,8.350905,2.6950579
10273,7.3051343,3.856637,8.432569,2.7851744
10274,7.59152,3.9770913,8.7234955,2.811789
10275,7.7307997,3.8094435,8.615915,2.8626308
10276,7.9732604,4.03805,9.028838,2.9523616
10277,7.73669,3.9876666,8.80929,2.8380013
10278,8.986746,3.8748884,8.842328,3.125472
10279,9.6301565,4.0612054,9.830453,3.265586
10280,3.3229795,3.6372924,8.706172,3.742321
10281,6.259196,3.978239,8.908726,3.3922791
10282,9.9640255,4.386222,9.696604,3.1762667
10283,7.9073834,4.0906525,9.204524,3.0508318
10284,8.063849,3.9877682,8.868387,2.917529
10285,7.681622,3.5004091,5.201487,3.207324
10286,8.441649,3.871014,8.11167,2.7917304
10287,9.129653,4.1227202,10.442413,3.0540733
10288,7.716393,3.8297477,8.662267,2.8077564
10289,7.4778457,3.9317799,8.975524,2.824882
10290,7.6455617,3.9079747,8.663826,2.8497105
10291,7.8510575,3.9039025,8.673568,2.9085565
10292,7.524837,3.8302374,8.790955,2.9467678
10293,4.352219,3.9728508,9.178945,4.311664
10294,8.161065,4.079432,8.986615,2.9744835
10295,7.566458,3.864336,8.567051,2.8351254
10296,6.2294583,3.9625397,9.041422,4.9675
10297,8.136098,3.9185286,8.240098,3.982339
10298,7.455955,4.055159,9.108406,3.4128027
10299,8.388588,4.0237265,8.626352,2.9818907
10300,7.7107987,3.835411,8.693969,2.8034134
10301,7.8471837,4.0009046,8.872225,2.8253431
10302,7.9016576,3.8686104,9.0326605,2.8284292
10303,7.9909577,3.9303684,8.799847,2.9549398
10304,7.9414563,3.8876543,8.968316,2.9277873
10305,8.409124,4.031615,9.281849,2.9563637
10306,7.7644916,3.8947616,8.583643,2.8222098
10307,7.9368443,4.1072087,9.241064,3.0639548
10308,8.953667,4.184924,10.066448,3.322692
10309,7.4606447,3.8513513,8.519767,2.9014883
10310,7.50896,3.8401704,8.762091,2.938651
10311,7.5353274,4.0417914,9.190651,3.129075
10312,7.5124803,4.001116,8.930408,3.1177897
10313,7.800487,4.296932,11.377637,1.8718145
10314,7.471887,3.9831743,9.086358,2.8423052
10315,7.8581843,3.8640475,8.6305,2.8054872
10316,7.6046505,3.9506617,8.753579,2.8285732
10317,6.4460516,3.7146268,8.555066,0.48712486
10318,8.299764,4.0471044,9.370031,3.074976
10319,10.380524,4.3924,10.45674,2.7246227
10320,8.152939,4.0540905,9.060892,2.902944
10321,8.050581,4.0421886,9.1422415,3.026154
10322,8.021867,3.9379306,8.239504,3.6268682
10323,7.593982,3.984254,8.727458,2.744216
10324,7.860966,4.0413895,9.025544,2.967229
10325,7.8229117,3.8983774,8.658134,2.875586
10326,7.4224124,3.8206058,8.620106,2.855712
10327,8.071472,3.9603825,8.852572,2.8980308
10328,5.5582585,4.040201,9.592164,3.6169734
10329,5.688809,4.032795,9.498843,4.440684
10330,3.2690325,3.6653461,9.143018,2.9439344
10331,7.5872197,3.8701735,8.919202,2.8778996
10332,9.373396,3.8859706,9.266303,3.2704601
10333,7.5128446,3.8728046,8.679613,2.965868
10334,7.5124755,3.880175,8.549554,2.916913
10335,4.6980886,3.1975112,6.3450484,1.3592587
10336,8.329499,3.8331466,7.8115716,2.489328
10337,7.4181833,3.9568129,8.661739,2.8944302
10338,7.6425643,3.7930984,8.431313,2.8171406
10339,8.244261,3.940806,8.168917,3.160932
10340,12.07806,4.54955,9.624933,3.7204056
10341,7.820685,4.098161,9.031862,2.9910903
10342,8.040012,3.9839506,8.903267,2.8738632
10343,7.497822,3.8330078,8.671535,2.966679
10344,8.005074,3.9159603,8.92805,2.860118
10345,4.6361136,3.229055,5.8181663,1.5302402
10346,7.0738873,3.884861,9.101282,3.5418
10347,7.6060777,3.9714742,8.52009,2.9285192
10348,7.6457763,4.0783424,8.633983,2.8862576
10349,6.7732716,3.5250626,7.2247844,2.0038464
10350,8.016246,4.1378837,8.749142,3.1663737
10351,8.145139,3.9628644,8.745617,2.9604616
10352,8.407036,4.018157,8.939089,3.039093
10353,8.130302,3.9803653,8.677203,2.9915352
10354,8.101628,4.060673,8.903322,2.9509048
10355,8.448887,4.085309,9.266689,2.9503083
10356,7.7340455,3.818376,8.980656,2.9519982
10357,9.868809,4.237104,9.121935,3.5574508
10358,9.703585,4.0757995,7.5246825,3.592362
10359,7.3651686,3.839675,8.618297,2.8321447
10360,8.41776,3.8846068,8.613052,3.369308
10361,8.743331,3.9504595,9.820622,3.448484
10362,7.5757976,3.861446,8.885202,2.8575459
10363,7.7828383,3.9066553,8.648851,2.8666215
10364,8.087763,3.894733,9.278942,2.9955192
10365,7.9495087,3.874878,8.91038,2.8045402
10366,7.9961863,4.0643215,9.0644455,3.0816522
10367,11.193762,4.63297,11.066613,4.015981
10368,7.989616,3.8858056,8.779618,2.9457626
10369,7.8152804,3.9828105,8.859977,2.9558105
10370,8.0145855,4.12339,9.173902,2.9992237
10371,8.080133,3.9159684,8.96391,2.9090834
10372,7.6783166,3.877695,8.585957,2.8600287
10373,8.131514,4.1660357,8.970524,3.102212
10374,9.7175865,4.0403366,9.370736,2.87964
10375,4.3445983,3.739386,8.236559,2.7263665
10376,6.4120164,3.5682616,8.412077,2.9443626
10377,7.559833,3.8204722,8.615077,1.9960045
10378,8.140111,3.991004,9.120866,2.7665596
10379,8.272543,4.0121703,9.114536,2.9990783
10380,8.398418,4.074159,9.711341,2.8071642
10381,7.699328,3.8438506,8.877945,2.8942103
10382,7.887695,4.0865054,8.959842,2.9722767
10383,7.9979177,3.8619318,8.899035,2.8511224
10384,7.5339775,3.8422084,8.588538,2.8489761
10385,7.601389,3.8103638,8.992647,2.9107952
10386,7.584959,3.8104944,8.664655,2.8481474
10387,9.392219,4.036962,6.9325624,4.481788
10388,7.645381,3.7973194,8.711427,2.9595575
10389,7.857253,3.9765406,8.864246,2.9163446
10390,7.8495183,3.9400125,8.545274,2.8143988
10391,7.659347,3.838406,8.669568,2.7951431
10392,7.932696,4.03521,8.994173,2.8908095
10393,7.9294477,3.8889017,8.807669,2.832662
10394,6.911762,4.0765314,3.0921683,3.9884367
10395,14.578182,7.3730145,18.280674,6.4131117
10396,8.81374,4.0188656,9.366403,2.5662766
10397,8.535045,4.101254,9.463721,3.0564651
10398,8.026215,3.9540253,8.888702,2.8698144
10399,8.019728,4.082178,9.319373,3.0061693
10400,7.5899215,3.9210525,8.612936,2.882771
10401,7.680062,3.827209,8.685981,2.949088
10402,7.8777122,4.0045977,9.01683,2.9287968
10403,9.803011,4.206423,10.11023,2.9912062
10404,7.5092216,3.8172812,8.692921,2.8681493
10405,7.9714246,3.8889203,8.903057,2.804834
10406,8.61775,4.0703406,9.910826,1.6547974
10407,7.0230994,3.7909636,8.4728565,2.6797981
10408,9.966536,4.220571,10.112261,3.1650105
10409,7.8049827,3.8197556,8.76407,2.8040361
10410,7.968168,3.8543491,8.8198185,2.9276829
10411,7.822352,3.929164,8.512402,2.818359
10412,3.8930311,3.2875376,6.1007285,4.9986095
10413,7.797404,3.851461,7.364899,4.827005
10414,7.400866,3.9605665,8.978726,2.8572698
10415,7.6080136,3.8933039,8.59574,2.9169712
10416,7.308903,4.0193815,9.5107765,3.1273465
10417,7.242369,3.7755775,8.466567,2.7931619
10418,7.711415,3.8403087,8.642447,2.9143853
10419,8.029422,3.9474077,8.879226,2.9177904
10420,8.040093,3.9551387,8.910305,2.894473
10421,9.722946,4.0849175,9.548303,3.0489588
10422,8.06372,3.9865513,8.733345,2.9306865
10423,7.094216,4.1457386,9.869592,2.1948638
10424,8.003632,3.9468246,8.662003,2.8468828
10425,8.122755,4.020756,9.02197,2.8565335
10426,7.558639,3.8192277,8.62196,2.9539957
10427,7.6619287,3.774232,8.615541,2.8546166
10428,7.7779894,3.8405566,8.96761,2.878541
10429,8.053418,3.889041,8.828002,2.8790288
10430,7.7329454,4.033735,9.304143,2.9347296
10431,7.7920513,3.8594046,8.636712,2.8275633
10432,8.061729,3.8838487,8.776189,2.8520222
10433,7.779666,3.9969625,8.944507,2.8966866
10434,8.010904,4.038174,8.917735,2.948142
10435,7.8486714,3.9046264,8.69049,2.9342723
10436,7.721273,3.936161,8.455849,2.875558
10437,8.495069,4.1148,9.356723,3.0423694
10438,7.7870917,3.859758,8.658414,2.876719
10439,7.6857095,4.064016,9.228606,3.018187
10440,9.2173,3.8884735,8.03781,3.3091025
10441,7.8302617,3.9449706,8.658532,2.8353696
10442,7.741447,3.8029113,8.786744,2.8645754
10443,7.8007674,3.8295507,8.78282,2.8969026
10444,8.300412,3.9733882,9.219395,2.8630347
10445,10.020905,4.0801663,9.256425,2.6768699
10446,7.852741,4.058062,9.450189,2.9671235
10447,7.934082,3.8766618,9.102011,2.993176
10448,8.09964,3.9100485,8.747107,2.858407
10449,7.876472,3.8816237,8.759393,2.8653965
10450,7.145271,3.3254557,7.2825513,2.1399872
10451,7.839893,3.9456048,9.06058,2.7562022
10452,11.2359295,4.3580203,9.7070265,3.053494
10453,7.634455,3.8939538,8.6336355,2.9732947
10454,11.186693,4.3548317,9.99097,3.202177
10455,7.457131,3.767096,8.5121765,2.8394375
10456,7.0959115,3.8713431,7.417078,4.1355314
10457,7.7340407,3.872694,8.67745,2.7831464
10458,9.34499,4.1374054,9.689191,3.327424
10459,7.885759,3.8605413,8.780039,2.8197541
10460,6.2772346,3.8549814,9.498197,2.403833
10461,7.819542,3.7216477,8.173922,2.633667
10462,2.7895832,3.3635774,6.6401267,1.8236356
10463,6.692905,4.2601194,11.51742,3.2880325
10464,7.5323377,3.9442468,9.897758,2.888239
10465,7.812656,3.88944,8.743196,2.8386955
10466,7.9225717,4.047767,9.017999,2.9096437
10467,8.113588,4.0109243,9.030335,2.91962
10468,4.6129236,3.3740454,8.047558,1.9384134
10469,6.7089167,3.9239244,9.524158,3.0405135
10470,7.793345,4.0524483,9.27287,3.1061254
10471,7.8394113,4.0315995,9.31969,2.9358869
10472,10.576162,4.1818967,9.657773,3.2492514
10473,7.651659,3.811545,8.664144,2.9160094
10474,8.354201,4.114189,9.1178465,3.040729
10475,7.792523,3.8547902,8.692742,2.8083487
10476,7.6929083,3.969369,9.83772,2.3461547
10477,6.9072075,3.879621,8.401052,2.7978992
10478,7.6517825,3.9643822,8.782219,2.958922
10479,8.35982,4.0595145,9.297158,2.9484782
10480,8.034741,3.947546,8.946947,2.895946
10481,7.637511,4.056061,9.03774,3.0032516
10482,8.418819,4.0300336,8.902907,2.9254146
10483,7.730208,3.9191055,8.495549,2.8096533
10484,7.8284774,3.6634727,8.176485,2.175658
10485,7.8629265,3.8337655,8.39538,2.695335
10486,8.090728,4.0369186,9.017701,2.9893165
10487,7.992785,4.127397,9.173029,3.003881
10488,8.371854,4.065016,9.341306,2.93301
10489,8.070297,4.0625343,9.036425,2.991497
10490,8.143652,4.0556526,9.084596,2.9999557
10491,8.06032,4.1279078,8.953782,3.0383115
10492,7.906407,4.0032988,8.748733,2.8786654
10493,5.920815,3.6477556,8.274222,4.073832
10494,7.4737744,3.884068,8.539064,3.0144825
10495,7.5596385,3.8660064,8.787517,2.8494954
10496,7.9897823,3.8498497,8.746282,2.8344035
10497,6.0243583,3.7342548,6.411691,3.8697
10498,9.257143,3.951529,9.284114,2.4709644
10499,9.642359,4.1018343,8.680333,3.3314557
10500,7.73076,3.870645,8.365184,2.8940878
10501,5.1994686,3.6420798,8.12632,2.323732
10502,4.5880785,3.2305646,6.1161113,2.8263807
10503,7.356946,3.6457634,6.777643,2.0821152
10504,8.867538,3.9121099,8.707151,2.0047536
10505,6.7074437,3.5606961,-3.0145164,3.7248144
10506,15.33189,5.4188333,1.071078,5.019596
10507,8.619389,4.031894,8.8648405,3.14704
10508,8.267063,3.950142,8.990464,2.8926768
10509,8.051867,3.8913212,8.884298,2.8349843
10510,7.8170795,4.0395555,9.213318,2.9903302
10511,8.0085125,4.0330553,9.125452,3.0193205
10512,7.9518657,4.066848,9.089501,2.9262562
10513,7.9704046,3.895925,8.8608885,2.8303995
10514,7.689612,4.0121036,8.99867,2.877606
10515,8.187275,4.0448885,9.127355,2.933714
10516,8.165797,3.9548569,8.96766,2.9471087
10517,7.780212,3.9298596,8.69584,2.8976831
10518,7.5543637,3.8279219,8.620694,2.8456178
10519,7.94924,3.8808808,8.718738,2.8183794
10520,6.093982,3.7324224,7.9465194,2.499763
10521,9.404909,4.2933774,10.416389,2.8070865
10522,7.9930415,4.0520787,8.996287,2.9844508
10523,8.474772,4.0854745,9.424645,3.0640016
10524,10.123309,3.848432,6.331741,4.1781983
10525,7.1086407,3.87176,8.134363,3.0733805
10526,7.880749,3.8548703,8.92146,2.884161
10527,8.259687,4.0018497,9.075088,2.985344
10528,8.075987,3.9713264,8.71899,3.0210204
10529,7.884051,3.9145827,8.667798,2.902122
10530,8.351294,4.0051117,9.042661,2.938425
10531,8.222808,4.145082,9.0586195,3.0829902
10532,9.976183,4.4541607,11.018716,3.48915
10533,8.058757,4.0932865,9.191758,3.010724
10534,8.47391,4.0849857,9.449984,3.046761
10535,7.8620486,4.091758,9.12746,2.9976802
10536,9.07566,4.0154996,9.324704,2.7620397
10537,9.443359,4.229149,9.497146,2.9771042
10538,4.7917757,3.7358975,8.79822,3.7650127
10539,6.7796783,3.6938992,8.137954,3.0877113
10540,7.4740815,3.8040109,8.374364,2.7332006
10541,7.8068347,3.9509835,8.662798,2.9007769
10542,8.482994,4.0812044,9.434616,3.0423827
10543,7.8598976,4.0803967,9.118221,3.0110145
10544,7.135843,3.831514,7.688935,4.039568
10545,7.810554,3.7877612,8.825449,2.7249117
10546,7.698878,3.9715219,8.857512,2.881219
10547,8.181573,4.039425,9.017577,2.8782182
10548,7.552793,3.8940005,8.527173,2.8097606
10549,7.7272573,3.8975148,8.743627,2.831233
10550,7.7015224,4.0217285,9.161717,3.0040183
10551,7.7216716,3.8432102,8.818051,2.9545832
10552,7.984026,4.0243382,9.050566,2.842332
10553,8.049693,4.0494514,9.0356455,2.8798394
10554,7.549688,3.8945937,8.514439,2.8726707
10555,7.967026,3.8659225,8.890181,2.8943214
10556,4.764458,3.0842767,2.465677,5.1757593
10557,8.0495,3.9056878,8.854523,2.8271627
10558,8.354722,4.1300683,10.236214,2.618002
10559,7.8424563,3.9090195,8.624566,2.8882713
